"Num_Acc";"jour";"mois";"an";"hrmn";"lum";"dep";"com";"agg";"int";"atm";"col";"adr";"lat";"long"
"202400000001";"25";"03";"2024";"07:40";"2";"70";"70285";"1";"1";"5";"1";"D438";"47,56277000";"6,75832000"
"202400000002";"20";"03";"2024";"15:05";"1";"21";"21054";"2";"3";"7";"6";"HOTEL DIEU (RUE DE L')";"47,02109000";"4,83755000"
"202400000003";"22";"03";"2024";"19:30";"2";"15";"15012";"1";"1";"1";"6";"Allée des Tilleuls";"44,90238400";"2,49641800"
"202400000004";"24";"03";"2024";"17:50";"1";"14";"14118";"2";"3";"7";"3";"128 Rue d'Authie";"49,19166000";" -0,39851000"
"202400000005";"25";"03";"2024";"19:35";"5";"13";"13106";"1";"3";"2";"5";"BEDOULE (CHEMIN DE LA)";"43,39000000";"5,35000000"
"202400000006";"25";"03";"2024";"04:00";"5";"13";"13215";"2";"2";"1";"3";"Petite Ourse (rue de la)";"43,34147000";"5,37306000"
"202400000007";"24";"03";"2024";"02:45";"5";"13";"13201";"2";"1";"1";"3";"HUILES (PLACE AUX)";"43,29253000";"5,37197000"
"202400000008";"24";"03";"2024";"14:45";"1";"07";"07281";"2";"1";"1";"2";"MARCALE (RUE DE)";"44,94319000";"4,84435000"
"202400000009";"24";"03";"2024";"03:40";"3";"07";"07281";"2";"1";"1";"6";"TOURTOUSSE (CHEMIN DE)";"44,92386000";"4,81623000"
"202400000010";"25";"03";"2024";"19:50";"5";"06";"06088";"2";"1";"1";"7";"Avenue Félix Faure";"43,69906900";"7,27610000"
"202400000011";"24";"03";"2024";"19:35";"2";"75";"75112";"2";"1";"1";"2";"BD PERIPHERIQUE EXTERIEUR";"48,84046000";"2,41368600"
"202400000012";"24";"03";"2024";"01:20";"3";"75";"75117";"2";"1";"1";"7";"BD PERIPHERIQUE INTERIEUR";"48,89503100";"2,30658900"
"202400000013";"25";"03";"2024";"17:40";"1";"75";"75119";"2";"1";"1";"6";"RUE GASTON TESSIER";"48,89598900";"2,37408400"
"202400000014";"25";"03";"2024";"15:10";"1";"75";"75119";"2";"3";"1";"3";"RUE DE CRIMEE";"48,88758800";"2,38035300"
"202400000015";"25";"03";"2024";"09:00";"1";"75";"75119";"2";"3";"1";"1";"QUAI DE LA GIRONDE";"48,89577200";"2,38361200"
"202400000016";"25";"03";"2024";"13:40";"1";"75";"75118";"2";"2";"1";"3";"BOULEVARD BARBES";"48,88946540";"2,34958917"
"202400000017";"25";"03";"2024";"09:00";"1";"75";"75117";"2";"3";"1";"6";"RUE GUILLAUME TELL";"48,88446200";"2,29447800"
"202400000018";"25";"03";"2024";"09:25";"1";"75";"75115";"2";"1";"1";"3";"BOULEVARD VICTOR";"48,83652100";"2,27664900"
"202400000019";"24";"03";"2024";"13:45";"1";"75";"75102";"2";"2";"1";"6";"RUE REAUMUR";"48,86653800";"2,35114500"
"202400000020";"25";"03";"2024";"20:00";"5";"94";"94003";"2";"1";"1";"1";"Avenue Paul Doumer";"48,80667297";"2,33685409"
"202400000021";"25";"03";"2024";"15:37";"1";"94";"94022";"2";"2";"1";"6";" Avenue Gambetta / Boulevard des Alliés";"48,76421800";"2,40526700"
"202400000022";"19";"09";"2024";"16:30";"1";"51";"51525";"1";"1";"1";"6";"SOGNY (RTE DE)";"48,91725400";"4,39800900"
"202400000023";"18";"09";"2024";"18:30";"1";"51";"51108";"2";"2";"1";"3";"MELETTE (CHEM DE)";"48,96918400";"4,38267100"
"202400000024";"19";"09";"2024";"22:42";"3";"47";"47001";"2";"1";"1";"6";"CALABET (QUAI DU DOCTEUR)";"44,20886000";"0,61330000"
"202400000025";"19";"09";"2024";"18:30";"1";"45";"45285";"2";"1";"1";"4";"D520 PR 3 + 866";"47,91537000";"1,86973000"
"202400000026";"19";"09";"2024";"17:13";"1";"45";"45234";"2";"1";"1";"6";"22b Quai du Châtelet";"47,89795000";"1,91140000"
"202400000027";"19";"09";"2024";"15:30";"1";"44";"44109";"2";"1";"1";"6";"166 Boulevard des Anglais";"47,22275000";" -1,58511000"
"202400000028";"19";"09";"2024";"09:30";"1";"44";"44162";"2";"1";"7";"6";"9 Rue de l'Hôtel de Ville";"47,21121988";" -1,64943399"
"202400000029";"19";"09";"2024";"16:20";"1";"42";"42330";"2";"3";"1";"6";"Rue Kléber";"45,46448000";"4,36911000"
"202400000030";"18";"09";"2024";"08:55";"1";"37";"37261";"2";"2";"1";"3";"MARCEAU (RUE)";"47,39355000";"0,68501000"
"202400000031";"19";"09";"2024";"20:45";"5";"35";"35238";"2";"1";"1";"3";"MOULIN DE JOUE (DU)";"48,11337000";" -1,64760000"
"202400000032";"19";"09";"2024";"08:15";"1";"34";"34301";"1";"1";"1";"2";"MARTELLI GILBERT (AVENUE)";"43,41766000";"3,72361000"
"202400000033";"19";"09";"2024";"11:41";"1";"34";"34172";"2";"3";"1";"6";"CAPITAINE PIERRE PONTAL (RUE DU)";"43,60924100";"3,89912700"
"202400000034";"19";"09";"2024";"21:10";"5";"33";"33063";"2";"1";"1";"6";"N/A";"44,83328000";" -0,56157000"
"202400000035";"19";"09";"2024";"16:00";"1";"33";"33039";"2";"3";"1";"3";"N/A";"44,81920000";" -0,53863000"
"202400000036";"18";"09";"2024";"12:15";"1";"33";"33529";"2";"3";"1";"1";"N/A";"44,61047000";" -1,12470000"
"202400000037";"19";"09";"2024";"17:00";"1";"29";"29051";"2";"1";"1";"7";"Avenue du Rouillen";"47,99976064";" -4,05189669"
"202400000038";"19";"09";"2024";"08:15";"1";"29";"29232";"1";"1";"1";"5";"RN 165";"48,03157878";" -4,08470090"
"202400000039";"18";"09";"2024";"14:40";"1";"28";"28218";"2";"3";"1";"3";"REPUBLIQUE (AVENUE DE LA)";"48,43894000";"1,45835000"
"202400000040";"19";"09";"2024";"15:30";"1";"27";"27681";"2";"1";"1";"5";"ROUEN (AVENUE DE)";"49,10003000";"1,47282000"
"202400000041";"3";"05";"2024";"00:15";"3";"76";"76116";"2";"2";"1";"6";"202 Rue du Trou du Puits";"49,38101100";"1,19775700"
"202400000042";"3";"05";"2024";"17:30";"1";"59";"59258";"1";"1";"1";"3";"D145";"50,52846100";"3,22942800"
"202400000043";"25";"03";"2024";"11:44";"1";"94";"94022";"2";"1";"1";"6";"Rue Jean Jaures";"48,76548400";"2,40956900"
"202400000044";"2";"05";"2024";"08:20";"1";"13";"13215";"1";"1";"2";"3";"A7-Sens Marseille vers Lyon";"43,38322159";"5,35134399"
"202400000045";"25";"03";"2024";"18:45";"1";"92";"92050";"2";"2";"1";"1";"CLEMENCEAU GEORGES AVENUE N° PAIR";"48,88632799";"2,21105236"
"202400000046";"1";"05";"2024";"19:40";"1";"83";"83027";"1";"1";"1";"6";"A50";"43,19282145";"5,67970296"
"202400000047";"25";"03";"2024";"08:42";"1";"92";"92023";"2";"1";"1";"6";"EGLISE (RUE DE L')";"48,79936328";"2,26319289"
"202400000048";"2";"05";"2024";"15:45";"1";"33";"33249";"1";"1";"1";"4";"N/A";"44,88827000";" -0,50507600"
"202400000049";"25";"03";"2024";"23:00";"3";"35";"35276";"1";"2";"1";"6";"26 la Croisade";"48,26548685";" -1,84038296"
"202400000050";"2";"05";"2024";"20:40";"2";"91";"91521";"1";"1";"2";"6";"RN 441";"48,63558000";"2,40168000"
"202400000051";"22";"03";"2024";"17:00";"2";"972";"97206";"1";"1";"1";"7";"D7";"14,48823000";" -61,03528600"
"202400000052";"2";"05";"2024";"12:20";"1";"94";"94038";"1";"1";"1";"3";"A6B";"48,78289290";"2,34713213"
"202400000053";"24";"03";"2024";"07:24";"1";"22";"22034";"1";"1";"1";"6";"RD767";"48,66140800";" -3,34017100"
"202400000054";"2";"05";"2024";"08:40";"1";"94";"94003";"1";"1";"1";"5";"A6B";"48,79795860";"2,34382693"
"202400000055";"2";"05";"2024";"16:45";"1";"92";"92026";"1";"1";"2";"5";"RN1014 Y";"48,88924861";"2,24664633"
"202400000056";"2";"05";"2024";"10:49";"1";"78";"78640";"1";"1";"8";"3";"N118";"48,77873000";"2,22253000"
"202400000057";"26";"03";"2024";"18:00";"1";"62";"62424";"2";"3";"1";"3";"D956";"50,20700400";"2,94567600"
"202400000058";"2";"05";"2024";"19:15";"1";"95";"95527";"1";"1";"2";"2";"A1";"49,00052596";"2,52228228"
"202400000059";"22";"03";"2024";"13:30";"1";"83";"83096";"1";"1";"1";"3";"Dn7";"43,46255200";"5,80598500"
"202400000060";"1";"05";"2024";"18:50";"1";"95";"95306";"1";"1";"1";"1";"A15";"48,99549387";"2,18244976"
"202400000061";"25";"03";"2024";"08:11";"2";"35";"35173";"1";"1";"1";"2";"D137";"48,18986357";" -1,72171533"
"202400000062";"25";"03";"2024";"21:00";"5";"51";"51210";"2";"6";"1";"6";"Avenue du General Leclerc";"49,06107400";"3,96506400"
"202400000063";"2";"05";"2024";"13:00";"1";"94";"94033";"1";"1";"1";"2";"A86";"48,84923308";"2,49127999"
"202400000064";"25";"03";"2024";"16:35";"1";"67";"67281";"2";"1";"1";"3";"2 Rue D Artzenheim";"48,15754100";"7,54437300"
"202400000065";"1";"05";"2024";"00:15";"3";"77";"77468";"1";"1";"1";"7";"A4.W";"48,83262000";"2,66222000"
"202400000066";"24";"03";"2024";"04:05";"4";"61";"61460";"2";"1";"1";"6";"D12";"48,89510000";"0,33422400"
"202400000067";"25";"03";"2024";"23:15";"3";"47";"47228";"1";"1";"2";"6";"N21";"44,34425591";"0,70732384"
"202400000068";"17";"02";"2024";"19:23";"5";"54";"54382";"2";"3";"1";"3";"Place du 19 Mars 1962";"49,54523000";"5,78430000"
"202400000069";"26";"03";"2024";"12:20";"1";"34";"34013";"1";"1";"3";"6";"rd609";"43,58765000";"3,45633700"
"202400000070";"25";"03";"2024";"18:00";"1";"22";"22181";"1";"1";"2";"6";"Lieu Dit Kerlouet";"48,21844700";" -3,20316900"
"202400000071";"1";"05";"2024";"18:00";"5";"988";"98818";"2";"2";"1";"3";"AVENUE DE LA VICTOIRE H. LAFLEUR/RUE DU DOCTEUR LE SCOUR";" -22,27444000";"166,44549000"
"202400000072";"25";"03";"2024";"18:48";"2";"54";"54129";"2";"2";"1";"3";"Rue Poincare";"48,58330000";"6,94376200"
"202400000073";"30";"04";"2024";"15:50";"1";"987";"98735";"2";"6";"1";"3";"REMPARTS (RUE BLOC PACIFICAR)";" -17,53810000";" -149,56460000"
"202400000074";"1";"05";"2024";"18:55";"3";"974";"97416";"2";"1";"1";"6";"ANCIENNE RN2 (2)";" -21,35266000";"55,50573000"
"202400000075";"4";"03";"2024";"14:40";"1";"72";"72310";"2";"9";"1";"3";"Route de Coulaines";"48,03402600";"0,19732500"
"202400000076";"1";"05";"2024";"18:10";"2";"974";"97411";"2";"1";"1";"3";"JAURES (BLD 2 JEAN)";" -20,90076000";"55,49647000"
"202400000077";"25";"03";"2024";"16:40";"1";"40";"40269";"1";"1";"1";"5";"Route de Tyrosse";"43,60650064";" -1,16058230"
"202400000078";"1";"05";"2024";"19:45";"2";"69";"69142";"2";"1";"3";"3";"25 Quai Pierre Sémard";"45,72017000";"4,81804000"
"202400000079";"26";"03";"2024";"14:55";"1";"85";"85146";"2";"6";"1";"6";"Carrefour de l'europe";"46,97772400";" -1,31412300"
"202400000080";"23";"03";"2024";"16:26";"1";"85";"85192";"2";"1";"1";"3";"RD 13";"46,78939000";" -0,99325000"
"202400000081";"1";"05";"2024";"18:05";"1";"69";"69382";"2";"1";"1";"6";"3 Rue de la Barre";"45,75779000";"4,83500000"
"202400000082";"22";"03";"2024";"12:00";"1";"37";"37050";"2";"2";"1";"6";"90 Avenue de la République";"47,34102222";"0,72294492"
"202400000083";"1";"05";"2024";"02:40";"3";"2B";"2B037";"2";"1";"1";"6";"D 82";"42,66000000";"9,44100000"
"202400000084";"24";"03";"2024";"07:15";"2";"10";"10142";"1";"1";"1";"7";"A5";"48,27780000";"3,80450000"
"202400000085";"26";"03";"2024";"09:28";"1";"31";"31246";"1";"1";"2";"1";"D817 PR 068+000";"43,11299593";"0,84459186"
"202400000086";"24";"03";"2024";"23:50";"3";"43";"43188";"1";"1";"1";"6";"N102";"45,14306306";"3,55995655"
"202400000087";"19";"03";"2024";"09:30";"1";"987";"98738";"2";"1";"7";"2";"Matatia 1";" -17,60388000";" -149,59467900"
"202400000088";"25";"03";"2024";"18:30";"2";"988";"98805";"2";"1";"1";"6";"avenue paul emile victor";" -22,22056000";"166,47229000"
"202400000089";"26";"03";"2024";"11:00";"1";"42";"42169";"1";"1";"1";"7";"D32";"45,44142000";"4,14525700"
"202400000090";"25";"03";"2024";"10:20";"1";"28";"28026";"1";"1";"1";"2";"Autoroute A10 pk 51+000";"48,33123300";"1,86523500"
"202400000091";"25";"03";"2024";"12:30";"1";"2B";"2B087";"2";"1";"1";"6";"route du monastere";"42,33025000";"9,48972000"
"202400000092";"26";"03";"2024";"01:33";"3";"34";"34199";"1";"1";"3";"7";"D13";"43,42797500";"3,41408700"
"202400000093";"26";"03";"2024";"08:55";"1";"57";"57222";"1";"1";"1";"2";"D31bis";"49,16171369";"6,92162553"
"202400000094";"14";"03";"2024";"12:20";"1";"01";"01262";"2";"1";"1";"6";"Cours de la Portelle";"45,85236200";"5,05888900"
"202400000095";"26";"03";"2024";"17:15";"1";"60";"60138";"2";"4";"2";"3";"D932a";"49,21661600";"2,59846000"
"202400000096";"25";"03";"2024";"17:50";"1";"91";"91617";"1";"1";"1";"2";"RN 104";"48,63771000";"2,53525000"
"202400000097";"25";"03";"2024";"12:40";"1";"91";"91553";"1";"1";"1";"3";"RN 104";"48,63129000";"2,49195000"
"202400000098";"25";"03";"2024";"10:10";"1";"91";"91689";"1";"1";"1";"2";"AUTOROUTE A6B";"48,74727000";"2,32682000"
"202400000099";"25";"03";"2024";"09:30";"1";"91";"91432";"1";"1";"1";"2";"AUTOROUTE A6";"48,69407000";"2,31992000"
"202400000100";"25";"03";"2024";"07:59";"3";"78";"78297";"1";"1";"1";"6";"RN12";"48,78897700";"2,06081300"
"202400000101";"24";"03";"2024";"15:40";"1";"92";"92064";"1";"1";"1";"4";"A13";"48,83850309";"2,19236004"
"202400000102";"24";"03";"2024";"02:10";"3";"78";"78297";"1";"1";"1";"2";"RN12";"48,78807100";"2,06254000"
"202400000103";"25";"03";"2024";"08:40";"1";"94";"94042";"1";"1";"1";"3";"A4";"48,82854107";"2,47576095"
"202400000104";"25";"03";"2024";"06:15";"2";"93";"93070";"2";"3";"1";"3";"Rue Raspail / Avenue Gabriel Péri";"48,90438000";"2,33128000"
"202400000105";"25";"03";"2024";"13:25";"1";"93";"93066";"2";"1";"1";"2";"Avenue du Président Wilson";"48,91147900";"2,35772500"
"202400000106";"25";"03";"2024";"15:20";"1";"93";"93047";"2";"2";"1";"3";"Rue du Général de Gaulle / Avenue Daniel Perdrigé";"48,89938000";"2,55958000"
"202400000107";"25";"03";"2024";"08:30";"1";"93";"93005";"2";"3";"1";"3";"Boulevard Charles Floquet / Rue Jules Princet";"48,93717600";"2,49862300"
"202400000108";"20";"01";"2024";"14:45";"1";"74";"74012";"2";"1";"1";"3";"GARE (RUE DE LA)";"46,19411100";"6,23685000"
"202400000109";"23";"03";"2024";"17:05";"1";"974";"97407";"1";"1";"9";"6";"OWENS JAMES";" -20,93623082";"55,32559848"
"202400000110";"24";"03";"2024";"19:00";"5";"69";"69387";"2";"2";"1";"3";"Avenue Jean Jaurès";"45,74826000";"4,84363000"
"202400000111";"24";"03";"2024";"17:20";"1";"69";"69383";"2";"2";"1";"3";"Rue Louis";"45,75256000";"4,88829000"
"202400000112";"24";"03";"2024";"14:30";"1";"972";"97213";"1";"1";"1";"2";"AUTOROUTE A1";"14,61775000";" -61,01864000"
"202400000113";"24";"03";"2024";"03:10";"3";"972";"97213";"1";"1";"1";"6";"ROUTE DEPARTEMENTALE 3";"14,63752000";" -60,99181000"
"202400000114";"24";"03";"2024";"18:30";"1";"69";"69382";"2";"1";"1";"3";"Pont Galliéni";"45,74846000";"4,83158000"
"202400000115";"20";"03";"2024";"22:35";"5";"95";"95176";"2";"1";"1";"7";"15 GEORGES MELIES (RUE)";"48,95155000";"2,19613300"
"202400000116";"23";"03";"2024";"13:42";"1";"84";"84031";"2";"1";"1";"6";"BARJAVEL";"44,05376000";"5,04861000"
"202400000117";"23";"03";"2024";"15:46";"1";"83";"83069";"2";"1";"7";"3";"SALINS ( ROUTE DES VIEUX)";"43,12512000";"6,18951000"
"202400000118";"24";"03";"2024";"11:50";"1";"83";"83061";"1";"1";"1";"6";"RN7";"43,51297000";"6,83226000"
"202400000119";"24";"03";"2024";"15:10";"1";"77";"77369";"1";"1";"8";"3";"BRIQUETTERIE (RUE DE LA)";"48,97130000";"2,92012000"
"202400000120";"23";"03";"2024";"17:55";"1";"64";"64483";"2";"4";"1";"2";"ITHURRALDE ANDRE (AVENUE)";"43,40135000";" -1,63715000"
"202400000121";"24";"03";"2024";"19:05";"1";"64";"64284";"2";"1";"1";"3";"GASTON CAMBOT";"43,28798000";" -0,39093000"
"202400000122";"22";"03";"2024";"13:00";"1";"62";"62178";"2";"3";"1";"1";"D188";"50,49439339";"2,54403966"
"202400000123";"24";"03";"2024";"17:00";"1";"59";"59599";"2";"1";"1";"2";"Rue de la Malcense";"50,73142000";"3,16556000"
"202400000124";"24";"03";"2024";"17:45";"1";"59";"59350";"2";"3";"1";"3";"Rue Roger Salengro";"50,62835000";"3,10533000"
"202400000125";"23";"03";"2024";"09:50";"1";"59";"59017";"2";"3";"7";"3";"FERRY (RUE JULES)";"50,68140000";"2,88238000"
"202400000126";"22";"03";"2024";"09:45";"1";"54";"54431";"2";"1";"1";"6";"Avenue du General Leclerc";"48,89944800";"6,04413900"
"202400000127";"24";"03";"2024";"13:08";"1";"51";"51454";"2";"1";"1";"3";"POMMERY (BOULEVARD)";"49,25510400";"4,05488600"
"202400000128";"24";"03";"2024";"01:45";"5";"45";"45004";"1";"1";"1";"6";"936 Rue du Maréchal Juin";"47,96944700";"2,78259200"
"202400000129";"24";"03";"2024";"18:15";"1";"38";"38563";"1";"1";"1";"6";"D1076";"45,38624000";"5,57452000"
"202400000130";"25";"03";"2024";"01:10";"5";"38";"38185";"2";"1";"1";"3";"RUE GÉNÉRAL MANGIN";"45,17762000";"5,71809000"
"202400000131";"23";"03";"2024";"13:30";"1";"38";"38053";"2";"2";"1";"3";"LECLERC (AVENUE DU MARECHAL)";"45,58638000";"5,28112000"
"202400000132";"24";"03";"2024";"18:30";"1";"37";"37122";"2";"1";"7";"6";"JAURES (BOULEVARD JEAN)";"47,34950000";"0,66814000"
"202400000133";"24";"03";"2024";"19:10";"1";"35";"35238";"2";"9";"1";"6";"ANTRAIN (D') DE 43 ET 80 A FIN";"48,11918363";" -1,67516291"
"202400000134";"23";"03";"2024";"16:14";"1";"33";"33063";"2";"1";"1";"3";"N/A";"44,84949000";" -0,60115000"
"202400000135";"22";"03";"2024";"08:25";"1";"13";"13005";"2";"6";"1";"1";"GARLABAN (AVENUE DU)";"43,29574555";"5,57275381"
"202400000136";"23";"03";"2024";"12:00";"1";"06";"06088";"2";"2";"1";"1";"Avenue Henri Matisse";"43,67419000";"7,22127000"
"202400000137";"24";"03";"2024";"20:45";"5";"06";"06029";"2";"2";"1";"3";"Avenue Docteur Raymond Picaud";"43,55049000";"6,99368000"
"202400000138";"24";"03";"2024";"10:30";"1";"06";"06030";"2";"1";"1";"3";"Boulevard Jean Moulin";"43,56517800";"6,96519400"
"202400000139";"24";"03";"2024";"11:50";"1";"05";"05061";"1";"3";"1";"2";"RN 85";"44,57985870";"6,08206987"
"202400000140";"24";"03";"2024";"05:15";"5";"05";"05023";"2";"6";"1";"6";"rue des maisons blanches";"44,88342000";"6,62487000"
"202400000141";"19";"03";"2024";"17:45";"1";"04";"04070";"2";"9";"1";"3";"CUZIN (AV. F.)";"44,08794440";"6,23144444"
"202400000142";"23";"03";"2024";"18:30";"2";"01";"01283";"2";"1";"1";"4";"FRANCE (RUE A. DU 1-5 ET 143 AU158)";"46,26198800";"5,65939800"
"202400000143";"24";"03";"2024";"15:05";"1";"75";"75112";"2";"1";"1";"4";"BD PERIPHERIQUE EXTERIEUR";"48,82714100";"2,39100300"
"202400000144";"24";"03";"2024";"15:00";"1";"75";"75106";"2";"3";"1";"3";"BOULEVARD SAINT GERMAIN";"48,85208700";"2,34031800"
"202400000145";"23";"03";"2024";"21:00";"5";"75";"75116";"2";"1";"2";"2";"ALLEE DE LONGCHAMP";"48,87064600";"2,25936300"
"202400000146";"24";"03";"2024";"14:10";"1";"75";"75114";"2";"2";"1";"3";"BOULEVARD ROMAIN ROLLAND";"48,81994600";"2,32547600"
"202400000147";"24";"03";"2024";"15:30";"1";"75";"75113";"2";"3";"1";"6";"QUAI D IVRY";"48,82635600";"2,38696900"
"202400000148";"24";"03";"2024";"16:44";"1";"75";"75112";"2";"3";"1";"6";"RUE DE BERCY";"48,83860800";"2,38127900"
"202400000149";"24";"03";"2024";"17:15";"1";"75";"75110";"2";"3";"1";"7";"BOULEVARD DE MAGENTA";"48,87583000";"2,35650000"
"202400000150";"24";"03";"2024";"01:45";"5";"75";"75117";"2";"3";"1";"3";"RUE RENNEQUIN";"48,88373300";"2,29531500"
"202400000151";"24";"03";"2024";"00:03";"5";"94";"94078";"2";"3";"1";"3";"Rue de Paris / Rue Jules Verne";"48,74148900";"2,44672000"
"202400000152";"23";"03";"2024";"19:20";"1";"94";"94038";"2";"3";"1";"4";"Avenue du Général Leclerc / Rue des Ecoles";"48,77162000";"2,34723000"
"202400000153";"24";"03";"2024";"16:00";"1";"94";"94017";"2";"2";"1";"3";"Boulevard de Stalingrad / Boulevard Aristide Briand";"48,82169363";"2,49872433"
"202400000154";"24";"03";"2024";"21:40";"5";"93";"93078";"2";"2";"1";"2";"Avenue Georges Clémenceau / Avenue du Rêve";"48,95349000";"2,56263000"
"202400000155";"24";"03";"2024";"08:15";"1";"93";"93078";"2";"1";"1";"2";"Av du Mal de Lattre de Tassigny";"48,96372237";"2,53776401"
"202400000156";"24";"03";"2024";"11:20";"1";"92";"92025";"2";"2";"1";"6";"CHARLES DE GAULLE (BD)";"48,91453588";"2,22917855"
"202400000157";"24";"03";"2024";"15:20";"1";"92";"92009";"2";"1";"1";"6";"ARGENTEUIL ( AVENUE D' )";"48,92537957";"2,27435625"
"202400000158";"21";"03";"2024";"12:11";"1";"72";"72243";"1";"9";"1";"1";"D13";"47,74906300";"0,16045000"
"202400000159";"24";"03";"2024";"16:15";"1";"35";"35167";"1";"1";"1";"6";"La Briqueterie d'Araize";"47,78646531";" -1,27587855"
"202400000160";"25";"03";"2024";"07:15";"1";"974";"97415";"1";"1";"1";"6";"Route Nationale 1";" -20,96343800";"55,30267600"
"202400000161";"8";"08";"2024";"22:53";"3";"69";"69255";"1";"1";"1";"6";"Route d'Yzeron";"45,72452476";"4,62493685"
"202400000162";"24";"03";"2024";"08:02";"1";"35";"35160";"1";"1";"1";"6";"La Providence";"47,93098000";" -2,08443600"
"202400000163";"17";"07";"2024";"19:30";"1";"69";"69132";"1";"2";"1";"1";"Route de Lyon";"45,68396000";"4,41772700"
"202400000164";"24";"03";"2024";"22:50";"3";"26";"26121";"1";"9";"1";"2";"A7";"44,53307400";"4,80244200"
"202400000165";"15";"08";"2024";"15:50";"2";"87";"87167";"1";"1";"1";"6";"RD 56";"45,89224800";"1,45636400"
"202400000166";"24";"03";"2024";"23:30";"3";"86";"86254";"1";"1";"1";"6";"D729";"46,34405100";"0,82826800"
"202400000167";"24";"03";"2024";"22:31";"3";"60";"60430";"1";"1";"1";"6";"Chemin du Prince";"49,32912800";"2,91689300"
"202400000168";"14";"08";"2024";"11:25";"1";"17";"17219";"1";"2";"1";"3";"Rue du Fief Roquee";"45,82804400";" -1,12197300"
"202400000169";"24";"03";"2024";"17:30";"1";"85";"85153";"1";"2";"1";"3";"la Maisonnette de la Lande";"46,80232018";" -1,04102584"
"202400000170";"15";"08";"2024";"18:05";"1";"02";"02684";"2";"4";"1";"1";"47 Rue Edmond Dormoy";"49,91949900";"4,12310200"
"202400000171";"24";"03";"2024";"16:00";"1";"41";"41290";"1";"1";"1";"3";"D957";"47,73363700";"1,14682700"
"202400000172";"13";"08";"2024";"06:40";"1";"57";"57683";"1";"1";"1";"2";"Autoroute A30";"49,29674000";"6,15590000"
"202400000173";"11";"08";"2024";"04:30";"3";"62";"62186";"1";"1";"1";"7";"A21";"50,43513194";"2,72575446"
"202400000174";"24";"03";"2024";"14:40";"1";"83";"83116";"1";"1";"1";"1";"D560";"43,45439500";"5,87657500"
"202400000175";"10";"08";"2024";"19:50";"1";"62";"62771";"1";"1";"1";"2";"A21";"50,43139944";"2,84877460"
"202400000176";"25";"03";"2024";"10:00";"1";"57";"57552";"1";"1";"1";"1";"D913";"49,06316100";"6,18627900"
"202400000177";"14";"08";"2024";"09:35";"1";"93";"93006";"1";"1";"1";"2";"AUTOROUTE A3";"48,86690246";"2,42530059"
"202400000178";"10";"03";"2024";"18:05";"2";"56";"56017";"1";"2";"2";"3";"Croix de Kerihoué";"47,89089900";" -2,71900400"
"202400000179";"21";"07";"2024";"00:20";"3";"95";"95252";"1";"1";"2";"6";"A15";"48,98341557";"2,21876294"
"202400000180";"9";"08";"2024";"05:20";"2";"987";"98735";"2";"1";"1";"7";"PIERRE LOTI (ALLEE)";" -17,53559000";" -149,55550200"
"202400000181";"23";"03";"2024";"13:15";"1";"56";"56243";"2";"3";"1";"3";"29 Route de Nantes";"47,65349600";" -2,73475500"
"202400000182";"13";"08";"2024";"11:07";"1";"976";"97611";"2";"1";"1";"3";"kaweni-Poste ( rue de la )";" -12,77210000";"45,22327000"
"202400000183";"24";"03";"2024";"16:00";"1";"76";"76146";"1";"2";"7";"1";"RD919";"49,57306400";"1,27569600"
"202400000184";"13";"08";"2024";"20:10";"5";"974";"97411";"2";"7";"1";"4";"JAURES (BLD 2 JEAN)";" -20,89337000";"55,47051000"
"202400000185";"24";"03";"2024";"20:40";"3";"80";"80586";"1";"1";"1";"7";"D1015";"49,91234200";"1,68812900"
"202400000186";"23";"03";"2024";"20:45";"5";"65";"65244";"2";"4";"1";"6";"Rue du 11 Novembre";"43,30628700";"0,03419300"
"202400000187";"13";"08";"2024";"08:45";"1";"973";"97302";"2";"3";"1";"5";"BADUEL (ROUTE DE)";"4,93080000";" -52,30555000"
"202400000188";"23";"03";"2024";"16:59";"1";"69";"69267";"1";"1";"1";"3";"Route d’Avenas";"46,17390100";"4,65103800"
"202400000189";"12";"08";"2024";"11:45";"1";"972";"97213";"1";"1";"3";"2";"";"14,61523000";" -61,01390000"
"202400000190";"24";"03";"2024";"06:25";"2";"49";"49218";"2";"1";"1";"6";"703 Les Gastines (Le Puiset-Doré)";"47,25400829";" -1,15093321"
"202400000191";"13";"08";"2024";"02:05";"5";"69";"69382";"2";"9";"1";"6";"9 Quai Perrache";"45,74693000";"4,82889000"
"202400000192";"23";"03";"2024";"15:45";"1";"12";"12052";"1";"1";"1";"1";"D35";"44,55375100";"2,07019300"
"202400000193";"7";"08";"2024";"13:47";"1";"2B";"2B037";"1";"1";"1";"2";"TOUTES RUES";"42,62100000";"9,43700000"
"202400000194";"22";"03";"2024";"05:42";"3";"47";"47117";"2";"1";"1";"3";"2 Chemin des Vergers";"44,32364100";"0,78658200"
"202400000195";"12";"08";"2024";"15:52";"1";"971";"97101";"1";"1";"1";"7";"LE RAIZET(SECTEUR)";"16,25337000";" -61,53421000"
"202400000196";"23";"03";"2024";"14:15";"1";"47";"47159";"1";"2";"1";"3";"Route de Calonges";"44,40254500";"0,22337400"
"202400000197";"6";"08";"2024";"09:00";"1";"971";"97107";"2";"3";"1";"3";"GERMAIN ST RUF (AVENUE )";"16,05205000";" -61,56229000"
