"Id_accident";"Lettre Conventionnelle Véhicule";"Année";"Lieu Admin Actuel - Territoire Nom";"CNIT";"Catégorie véhicule";"Age véhicule"
"67 234 224";"A";"2024";"Métropole";"M10RENVP540P117";"VT";"6"
"67 234 225";"A";"2024";"Métropole";"M10FRDVP2218429";"VT";"6"
"67 234 226";"A";"2024";"Métropole";"N/A";"VT";"16"
"67 234 226";"B";"2024";"Métropole";"M10NSSVP0200526";"VT";"10"
"67 234 227";"A";"2024";"Métropole";"M10CTRVP064N272";"VT";"5"
"67 234 228";"B";"2024";"Métropole";"N/A";"VT";"7"
"67 234 229";"A";"2024";"Métropole";"MPE5311V9471";"VT";"16"
"67 234 229";"B";"2024";"Métropole";"MBM5664NV699";"VT";"15"
"67 234 230";"B";"2024";"Métropole";"N/A";"VT";"N/A"
"67 234 231";"A";"2024";"Métropole";"MJS6402TX542";"VT";"16"
"67 234 231";"B";"2024";"Métropole";"N/A";"VT";"10"
"67 234 232";"A";"2024";"Métropole";"N/A";"VT";"9"
"67 234 232";"B";"2024";"Métropole";"L3EBMWM20777491";"Moto lourde";"2"
"67 234 233";"A";"2024";"Métropole";"N/A";"VT";"10"
"67 234 233";"B";"2024";"Métropole";"N/A";"Moto lourde";"15"
"67 234 234";"A";"2024";"Métropole";"MPE1111TV322";"VT";"17"
"67 234 234";"B";"2024";"Métropole";"N/A";"PL";"6"
"67 234 235";"A";"2024";"Métropole";"L1ESYMCL000L131";"Cyclo";"10"
"67 234 235";"B";"2024";"Métropole";"M10SETVP0109855";"VT";"3"
"67 234 236";"A";"2024";"Métropole";"N/A";"Moto lourde";"5"
"67 234 236";"B";"2024";"Métropole";"N/A";"Cyclo";"N/A"
"67 234 237";"A";"2024";"Métropole";"N/A";"VT";"N/A"
"67 234 239";"A";"2024";"Métropole";"N10RENCT306B202";"VU";"11"
"67 234 240";"A";"2024";"Métropole";"MFD50G2US345";"VT";"14"
"67 234 241";"A";"2024";"Métropole";"N10VWGCTR39J635";"VU";"7"
"67 234 242";"A";"2024";"Métropole";"N/A";"Moto lourde";"0"
"67 234 242";"B";"2024";"Métropole";"N/A";"Moto lourde";"2"
"67 234 243";"A";"2024";"Métropole";"L3EBMWM2080K088";"Moto lourde";"1"
"67 234 244";"A";"2024";"Métropole";"N/A";"VT";"2"
"67 234 244";"B";"2024";"Métropole";"M10FATVP001P084";"VT";"13"
"67 234 246";"A";"2024";"Métropole";"N/A";"VU";"23"
"67 234 247";"A";"2024";"Métropole";"N10RENCT009Z584";"VU";"10"
"67 234 247";"B";"2024";"Métropole";"M10JEPVP000R763";"VT";"8"
"67 234 248";"A";"2024";"Métropole";"M10VWGVP0033837";"VT";"14"
"67 234 249";"A";"2024";"Métropole";"MVW53E4WTB01";"VT";"N/A"
"67 234 250";"A";"2024";"Métropole";"M10AUDVP0108157";"VT";"9"
"67 234 251";"A";"2024";"Métropole";" M10VWGVPT70Z48";"VT";"5"
"67 234 252";"A";"2024";"Métropole";"N/A";"Moto légère";"N/A"
"67 234 253";"A";"2024";"Métropole";"000000000000000";"VT";"12"
"67 234 253";"B";"2024";"Métropole";"000000000000000";"VT";"3"
"67 234 255";"A";"2024";"Métropole";"N/A";"VT";"17"
"67 234 255";"B";"2024";"Métropole";"N/A";"Moto lourde";"21"
"67 234 256";"A";"2024";"Métropole";"M10JT0VP0538895";"VT";"1"
"67 234 257";"A";"2024";"Métropole";"M10DACVP001C213";"VT";"7"
"67 234 258";"A";"2024";"Métropole";"N/A";"VT";"9"
"67 234 258";"B";"2024";"Métropole";"M10CTRVP008V616";"VT";"9"
"67 234 259";"B";"2024";"Métropole";"M10PGTVP0448882";"VT";"6"
"67 234 260";"A";"2024";"Métropole";"N/A";"Moto lourde";"13"
"67 234 260";"B";"2024";"Métropole";"M10JT0VP0103060";"VT";"9"
"67 234 261";"A";"2024";"Métropole";"M10JT0VP025W390";"VT";"3"
"67 234 262";"A";"2024";"Métropole";"M10RENVP4788853";"VT";"8"
"67 234 262";"B";"2024";"Métropole";"M10NSSVP059F283";"VT";"1"
"67 234 263";"A";"2024";"Métropole";"MCT5206LS501";"VT";"18"
"67 234 263";"B";"2024";"Métropole";"N/A";"Cyclo";"0"
"67 234 264";"A";"2024";"Métropole";"LPE92E205389";"Moto légère";"15"
"67 234 264";"B";"2024";"Métropole";"M10JT0VP0700518";"VT";"0"
"67 234 265";"A";"2024";"Métropole";"L3EPGGML0006714";"Moto légère";"7"
"67 234 266";"A";"2024";"Métropole";"N/A";"VT";"21"
"67 234 267";"A";"2024";"Métropole";"N/A";"VT";"11"
"67 234 268";"A";"2024";"Métropole";"N/A";"VT";"11"
"67 234 270";"Z";"2024";"Métropole";"N/A";"VT";"13"
"67 234 271";"A";"2024";"Métropole";"M10CTRVP1897749";"VT";"1"
"67 234 272";"A";"2024";"Métropole";"N/A";"VT";"11"
"67 234 273";"A";"2024";"Métropole";"N10CTRCT004D599";"VU";"10"
"67 234 274";"A";"2024";"Métropole";" N10RENCT533J34";"VT";"7"
"67 234 274";"B";"2024";"Métropole";"L3EYAMML000J876";"Moto légère";"3"
"67 234 275";"A";"2024";"Métropole";"L3EYAMML000J876";"Moto légère";"5"
"67 234 275";"B";"2024";"Métropole";"M10RENVP0019508";"VT";"13"
"67 234 276";"A";"2024";"Métropole";"M10VWGVPH58V041";"VT";"8"
"67 234 277";"A";"2024";"Métropole";"N/A";"VT";"7"
"67 234 278";"A";"2024";"Métropole";"N/A";"Moto lourde";"5"
"67 234 278";"B";"2024";"Métropole";"N/A";"Autres";"0"
"67 234 279";"A";"2024";"Métropole";"MBM5732CM734";"VT";"18"
"67 234 280";"A";"2024";"Métropole";"M10DACVP001E869";"VT";"0"
"67 234 280";"B";"2024";"Métropole";"L3EMBKML000R059";"Moto légère";"7"
"67 234 281";"A";"2024";"Métropole";"L3EBMWML0912101";"Moto légère";"1"
"67 234 282";"A";"2024";"Métropole";" L3EKYMML000B76";"Moto lourde";"1"
"67 234 283";"A";"2024";"Métropole";"MJH3702ST371";"VT";"21"
"67 234 284";"A";"2024";"Métropole";"N10PGTCT0721176";"VU";"4"
"67 234 284";"B";"2024";"Métropole";"LYM12E204248";"Moto légère";"17"
"67 234 285";"A";"2024";"Métropole";"N/A";"VT";"3"
"67 234 286";"A";"2024";"Métropole";"MRE5432CX072";"VT";"16"
"67 234 286";"B";"2024";"Métropole";"L3EBMWM2069P068";"Moto lourde";"2"
"67 234 287";"A";"2024";"Métropole";"M10PGTVP076N901";"VT";"4"
"67 234 288";"A";"2024";"Métropole";"N/A";"Cyclo";"N/A"
"67 234 288";"B";"2024";"Métropole";"L1ECNBCL000C074";"Cyclo";"2"
"67 234 289";"A";"2024";"Métropole";"LPE91C101390";"Cyclo";"15"
"67 234 290";"B";"2024";"Métropole";"M10PGTVP082A469";"VT";"3"
"67 234 291";"A";"2024";"Métropole";"L1ERJUCL000H074";"Cyclo";"4"
"67 234 292";"A";"2024";"Métropole";"L3ETGHML0001061";"Moto légère";"0"
"67 234 292";"B";"2024";"Métropole";"M1GMCDVP447D879";"VT";"12"
"67 234 293";"A";"2024";"Métropole";"VF1BZ0A05417576";"VT";"14"
"67 234 294";"A";"2024";"Métropole";"MPE1102KG642";"VT";"22"
"67 234 295";"A";"2024";"Métropole";"L3EYAMM1000H966";"Moto lourde";"2"
"67 234 296";"A";"2024";"Métropole";"M01PGTVP076T907";"VT";"4"
"67 234 296";"B";"2024";"Métropole";"M10PGTVP129R683";"VT";"2"
"67 234 297";"A";"2024";"Métropole";"N/A";"TC";"N/A"
"67 234 298";"A";"2024";"Métropole";"N/A";"VT";"11"
"67 234 299";"A";"2024";"Métropole";"N/A";"VT";"10"
"67 234 299";"B";"2024";"Métropole";"N/A";"VT";"18"
"67 234 300";"A";"2024";"Métropole";"WDC1660241A4215";"VT";"8"
"67 234 300";"B";"2024";"Métropole";"VF3645GBUMS1821";"VT";"2"
"67 234 301";"A";"2024";"Métropole";"MJT1032R3917";"VT";"20"
"67 234 302";"B";"2024";"Métropole";"N/A";"PL";"N/A"
"67 234 303";"A";"2024";"Métropole";"L1EPGTCL125G317";"Cyclo";"2"
"67 234 303";"B";"2024";"Métropole";"M10RENVP538J404";"VT";"5"
"67 234 304";"A";"2024";"Métropole";"MPE5214TT486";"VT";"15"
"67 234 305";"A";"2024";"Métropole";"N/A";"VT";"2"
"67 234 305";"B";"2024";"Métropole";"N/A";"Moto légère";"8"
"67 234 306";"A";"2024";"DOM";"VF1FW15B5502068";"VT";"9"
"67 234 307";"A";"2024";"Métropole";"N/A";"VT";"10"
"67 234 307";"B";"2024";"Métropole";"WAUZZZF58KA0672";"VT";"4"
"67 234 307";"C";"2024";"Métropole";"MRE5326AV815";"VT";"14"
"67 234 308";"A";"2024";"Métropole";"MPE1505KW648";"VT";"23"
"67 234 308";"B";"2024";"Métropole";"M10FCTVP001E097";"VT";"7"
"67 234 308";"C";"2024";"Métropole";"MFT5111HL935";"VT";"16"
"67 234 310";"A";"2024";"Métropole";"N/A";"VT";"0"
"67 234 310";"B";"2024";"Métropole";"L3EYAMM1000P998";"Moto lourde";"1"
"67 234 311";"A";"2024";"DOM";"MHY1021UH251";"VT";"13"
"67 234 311";"B";"2024";"DOM";"N/A";"VT";"7"
"67 234 312";"A";"2024";"Métropole";"MJN5011D4639";"VT";"18"
"67 234 312";"B";"2024";"Métropole";"VF1FDBUH6344885";"VU";"18"
"67 234 313";"A";"2024";"Métropole";"L1EBETCL000F263";"Cyclo";"0"
"67 234 313";"B";"2024";"Métropole";"L1EBETCL000H071";"Cyclo";"6"
"67 234 314";"A";"2024";"Métropole";"XW3(A)ZVW30(H)Z";"PL";"4"
"67 234 314";"B";"2024";"Métropole";"N/A";"Cyclo";"1"
"67 234 315";"A";"2024";"Métropole";"N/A";"Moto lourde";"3"
"67 234 316";"A";"2024";"Métropole";"N/A";"Moto lourde";"3"
"67 234 316";"B";"2024";"Métropole";"N/A";"VT";"14"
"67 234 317";"A";"2024";"Métropole";"N/A";"VU";"3"
"67 234 318";"B";"2024";"Métropole";"M10AUDVP022B536";"VT";"7"
"67 234 318";"Z";"2024";"Métropole";"MRE5302C5966";"VT";"22"
"67 234 319";"A";"2024";"Métropole";"N/A";"VU";"1"
"67 234 319";"B";"2024";"Métropole";"N/A";"VT";"11"
"67 234 319";"C";"2024";"Métropole";"N/A";"VT";"1"
"67 234 319";"D";"2024";"Métropole";" M10VWGVPW49A95";"VT";"0"
"67 234 321";"Z";"2024";"Métropole";"N/A";"Moto lourde";"14"
"67 234 322";"A";"2024";"Métropole";"N/A";"VT";"20"
"67 234 323";"A";"2024";"Métropole";"N/A";"Moto lourde";"1"
"67 234 323";"B";"2024";"Métropole";"MRE5022EW559";"VT";"15"
"67 234 325";"A";"2024";"Métropole";"L3EYAMM2000D767";"Moto lourde";"6"
"67 234 325";"B";"2024";"Métropole";"M10FATVP300T724";"VT";"0"
"67 234 326";"A";"2024";"Métropole";"MCT5002PY980";"VT";"14"
"67 234 326";"B";"2024";"Métropole";"N10RENCT001B446";"VU";"13"
"67 234 327";"A";"2024";"Métropole";"MFD54E2SG006";"VT";"18"
"67 234 327";"B";"2024";"Métropole";"L1EAPRCL000U270";"Cyclo";"6"
"67 234 329";"A";"2024";"Métropole";"M10SETVP003X972";"VT";"7"
"67 234 330";"A";"2024";"Métropole";"N/A";"Cyclo";"23"
"67 234 330";"B";"2024";"Métropole";"N/A";"VT";"14"
"67 234 331";"A";"2024";"Métropole";"N/A";"VT";"8"
"67 234 331";"B";"2024";"Métropole";"N/A";"VT";"23"
"67 234 332";"A";"2024";"Métropole";"M10ALFVP0002265";"VT";"13"
"67 234 332";"B";"2024";"Métropole";"M10JT0VP002N440";"VT";"11"
"67 234 333";"A";"2024";"Métropole";"N10ARZCTB73E594";"VU";"0"
"67 234 334";"A";"2024";"Métropole";"N/A";"VU";"N/A"
"67 234 335";"A";"2024";"Métropole";"M30BKZTC000C004";"TC";"6"
"67 234 336";"A";"2024";"Métropole";"M10PGTVP009B011";"VT";"9"
"67 234 336";"B";"2024";"Métropole";"M10PGTVP085Z843";"VT";"3"
"67 234 337";"A";"2024";"Métropole";" VF1BR2HDH47317";"VT";"12"
"67 234 339";"A";"2024";"Métropole";"MRE1202A7884";"VT";"22"
"67 234 339";"B";"2024";"Métropole";"MRE5012EJ996";"VT";"18"
"67 234 340";"A";"2024";"Métropole";"N10PELCT188G922";"VU";"10"
"67 234 341";"A";"2024";"Métropole";" N20FRDCA504K10";"VU";"0"
"67 234 342";"A";"2024";"Métropole";"N/A";"Cyclo";"8"
"67 234 342";"B";"2024";"Métropole";"N/A";"Moto légère";"13"
"67 234 343";"A";"2024";"Métropole";"L3EPGGML0012127";"Moto légère";"2"
"67 234 343";"B";"2024";"Métropole";"M10PGTVP082F474";"VT";"3"
"67 234 344";"A";"2024";"Métropole";"N/A";"VT";"0"
"67 234 344";"B";"2024";"Métropole";"N/A";"VT";"9"
"67 234 345";"A";"2024";"Métropole";"M10RENVP538J404";"VT";"6"
"67 234 345";"B";"2024";"Métropole";"MCT5202SY896";"VT";"19"
"67 234 346";"A";"2024";"Métropole";"M10CTRVP001P035";"VU";"12"
"67 234 346";"B";"2024";"Métropole";"M30DEVTC000U030";"TC";"4"
"67 234 347";"A";"2024";"Métropole";"N10CTRCT071T268";"VU";"4"
"67 234 347";"B";"2024";"Métropole";"L5EPGGTM0008347";"Moto lourde";"10"
"67 234 348";"A";"2024";"Métropole";"M10RENVP462R622";"VT";"8"
"67 234 348";"B";"2024";"Métropole";"L3EBMWM2080P092";"Moto lourde";"1"
"67 234 349";"A";"2024";"Métropole";"L6ELGR4M000A743";"Autres";"1"
"67 234 350";"A";"2024";"Métropole";"L3EHNDML000M601";"Moto légère";"9"
"67 234 351";"A";"2024";"Métropole";"N10PGTCT1994587";"VU";"1"
"67 234 352";"A";"2024";"Métropole";"LYM22E20X179";"Moto légère";"19"
"67 234 352";"B";"2024";"Métropole";"M10AUDVP0973999";"VT";"1"
"67 234 352";"C";"2024";"Métropole";"L3EYAMML0011250";"Moto légère";"0"
"67 234 353";"A";"2024";"Métropole";"MPE5312TC305";"VT";"17"
"67 234 354";"A";"2024";"Métropole";"M10CTRVP0088629";"VT";"10"
"67 234 354";"B";"2024";"Métropole";"M10DACVP002H289";"VT";"1"
"67 234 355";"A";"2024";"Métropole";"LYM92E20V267";"Moto légère";"16"
"67 234 355";"Z";"2024";"Métropole";"N/A";"TC";"N/A"
"67 234 356";"A";"2024";"Métropole";" M10SUZVP000192";"VT";"N/A"
"67 234 357";"A";"2024";"Métropole";"M10RENVP603R735";"VT";"5"
"67 234 357";"B";"2024";"Métropole";"MBM7941C8429";"VT";"17"
"67 234 358";"A";"2024";"Métropole";"MPE5011KR264";"VT";"17"
"67 234 359";"A";"2024";"Métropole";"N/A";"VT";"N/A"
"67 234 359";"B";"2024";"Métropole";"L1EPGTCL125G317";"Cyclo";"1"
"67 234 360";"A";"2024";"Métropole";"MRE1131FT849";"VT";"14"
"67 234 361";"A";"2024";"Métropole";"N/A";"VT";"7"
"67 234 361";"B";"2024";"Métropole";"L6ELGR4M0009742";"Autres";"1"
"67 234 361";"C";"2024";"Métropole";"M10RENVPE09V390";"VT";"1"
"67 234 362";"B";"2024";"Métropole";"M10PGTVP1252601";"VT";"2"
"67 234 363";"A";"2024";"Métropole";"MST1001DN162";"VT";"18"
"67 234 364";"A";"2024";"Métropole";"M10CTRVP1895747";"VT";"0"
"67 234 365";"A";"2024";"Métropole";"M10MCWVPH60T034";"VT";"4"
"67 234 365";"B";"2024";"Métropole";"L3EKTMM2000N190";"Moto lourde";"7"
"67 234 366";"A";"2024";"Métropole";"L3EBMWM20348535";"Moto lourde";"8"
"67 234 366";"B";"2024";"Métropole";"M10RENVP000W399";"VT";"14"
"67 234 367";"A";"2024";"Métropole";"N10FRDVT450W512";"VT";"N/A"
"67 234 367";"B";"2024";"Métropole";"N10FRDCT450W512";"VU";"1"
"67 234 368";"B";"2024";"Métropole";"N/A";"VU";"2"
"67 234 369";"A";"2024";"Métropole";"M10RENVP6039682";"VT";"5"
"67 234 370";"A";"2024";"Métropole";"M10NSSVP000N666";"VT";"12"
"67 234 371";"A";"2024";"Métropole";"M10PELVP4043491";"VT";"5"
"67 234 372";"A";"2024";"Métropole";"N/A";"Cyclo";"1"
"67 234 373";"A";"2024";"Métropole";"MVW55D2EX676";"VT";"22"
"67 234 374";"A";"2024";"Métropole";"N/A";"VT";"15"
"67 234 375";"A";"2024";"Métropole";"L3EHNDML000J766";"Moto légère";"7"
"67 234 376";"A";"2024";"Métropole";"N/A";"Moto légère";"N/A"
"67 234 377";"A";"2024";"Métropole";"N/A";"VU";"8"
"67 234 378";"A";"2024";"Métropole";"N/A";"VT";"10"
"67 234 379";"A";"2024";"Métropole";"N/A";"VT";"5"
"67 234 380";"A";"2024";"Métropole";"N/A";"Cyclo";"4"
"67 234 380";"B";"2024";"Métropole";"MJT5281X6915";"VT";"14"
"67 234 381";"A";"2024";"Métropole";"M10VWGVP4591839";"VT";"11"
"67 234 381";"B";"2024";"Métropole";"N/A";"VT";"8"
"67 234 382";"A";"2024";"Métropole";"MJT52A2WW521";"VT";"14"
"67 234 383";"A";"2024";"Métropole";"M10FATVP032F044";"VT";"8"
"67 234 384";"A";"2024";"Métropole";"MAU000AKJ681";"VT";"26"
"67 234 384";"B";"2024";"Métropole";"M10PGTVP071X855";"VT";"5"
"67 234 385";"A";"2024";"Métropole";"L1EPGGTCL071L83";"Cyclo";"4"
"67 234 385";"B";"2024";"Métropole";"MPE5214T7439";"VT";"16"
"67 234 386";"A";"2024";"Métropole";"N/A";"Moto lourde";"11"
"67 234 387";"A";"2024";"Métropole";"M30MPVTC0001527";"TC";"8"
"67 234 388";"A";"2024";"Métropole";"MRE5112A0522";"VT";"18"
"67 234 389";"A";"2024";"Métropole";"N/A";"Moto lourde";"15"
"67 234 390";"A";"2024";"Métropole";"N/A";"Moto lourde";"9"
"67 234 391";"A";"2024";"Métropole";"L3ESWMML000N052";"Moto légère";"4"
"67 234 392";"A";"2024";"Métropole";"M10PGTVP045J830";"VT";"7"
"67 234 392";"B";"2024";"Métropole";"L3ETPHM2000H403";"Moto lourde";"13"
"67 234 394";"A";"2024";"Métropole";"N/A";"VU";"2"
"67 234 394";"B";"2024";"Métropole";"MRE1121FD798";"VT";"16"
"67 234 395";"A";"2024";"Métropole";"MFD52H2CG506";"VT";"14"
"67 234 396";"A";"2024";"Métropole";"N/A";"VT";"14"
"67 234 396";"B";"2024";"Métropole";"L3EHSVM1000D129";"Moto lourde";"3"
"67 234 396";"C";"2024";"Métropole";"N/A";"VT";"7"
"67 234 397";"Z";"2024";"Métropole";"N/A";"Indéterminable";"N/A"
"67 234 398";"A";"2024";"Métropole";"M10RENVPA74J319";"VT";"3"
"67 234 398";"B";"2024";"Métropole";"M10DACVP001N224";"VT";"6"
"67 234 399";"A";"2024";"Métropole";"N/A";"VT";"19"
"67 234 399";"B";"2024";"Métropole";"N/A";"VT";"11"
"67 234 400";"A";"2024";"Métropole";"MRE1001FJ949";"VT";"23"
"67 234 401";"A";"2024";"Métropole";"N10RENCT4397622";"VU";"7"
"67 234 401";"B";"2024";"Métropole";"MPL51F4NC376";"VT";"14"
"67 234 401";"C";"2024";"Métropole";"M10JT0VP0334814";"VT";"3"
"67 234 402";"A";"2024";"Métropole";"MPE5312M0081";"VT";"18"
"67 234 402";"B";"2024";"Métropole";"LJS92E20K377";"Moto légère";"13"
"67 234 403";"A";"2024";"Métropole";"MPE1001BY063";"VT";"24"
"67 234 405";"A";"2024";"Métropole";"M10MCDVPP17J227";"VT";"11"
"67 234 406";"A";"2024";"Métropole";"M10JT0VP012J911";"VT";"8"
"67 234 406";"B";"2024";"Métropole";"LHD1AN40P387";"Moto lourde";"15"
"67 234 406";"C";"2024";"Métropole";"N/A";"VU";"14"
"67 234 406";"D";"2024";"Métropole";"M30MCDTCDJ7V478";"TC";"10"
"67 234 407";"Z";"2024";"Métropole";"IS35CI2AAID11C1";"PL";"2"
"67 234 408";"A";"2024";"Métropole";"N10NSSVP0004647";"VU";"13"
"67 234 409";"A";"2024";"Métropole";"MVW54K4KYD27";"VT";"14"
"67 234 410";"A";"2024";"Métropole";"N/A";"Moto lourde";"1"
"67 234 410";"B";"2024";"Métropole";"N/A";"VT";"11"
"67 234 411";"A";"2024";"Métropole";"MCT5312SK034";"VT";"16"
"67 234 411";"B";"2024";"Métropole";"M10AUDVP004P047";"VT";"12"
"67 234 412";"A";"2024";"Métropole";"N/A";"VT";"16"
"67 234 413";"A";"2024";"Métropole";"M10JT0VP0273431";"VT";"4"
"67 234 413";"B";"2024";"Métropole";"L3EBNLML000S192";"Moto légère";"3"
"67 234 414";"A";"2024";"Métropole";"L1EAPRCL000U270";"Cyclo";"6"
"67 234 415";"A";"2024";"Métropole";"N/A";"VT";"N/A"
"67 234 416";"A";"2024";"Métropole";"M10CTRVP000V685";"VT";"12"
"67 234 417";"A";"2024";"Métropole";"MPE000AB6214";"VT";"26"
"67 234 417";"B";"2024";"Métropole";"MRE5212ED970";"VT";"18"
"67 234 418";"A";"2024";"Métropole";"N/A";"Autres";"N/A"
"67 234 419";"A";"2024";"Métropole";"N/A";"VT";"15"
"67 234 420";"A";"2024";"Métropole";"M10NSSVP033L922";"VT";"5"
"67 234 421";"A";"2024";"DOM";"M10DACVP001P165";"VT";"7"
"67 234 422";"A";"2024";"DOM";"M10PGTVP125N622";"VT";"2"
"67 234 422";"B";"2024";"DOM";"M10BMWVP001V274";"VT";"13"
"67 234 423";"A";"2024";"DOM";"N/A";"PL";"2"
"67 234 423";"B";"2024";"DOM";"M10PELVP301U876";"VT";"8"
"67 234 424";"A";"2024";"Métropole";" VF320AA9225603";"VT";"27"
"67 234 424";"B";"2024";"Métropole";"M10SKDVP042R488";"VT";"2"
"67 234 425";"B";"2024";"DOM";"L1EAPRCL0008575";"Cyclo";"0"
"67 234 426";"B";"2024";"Métropole";"N/A";"VT";"19"
"67 234 427";"A";"2024";"Métropole";"W0LPE6EK3E10894";"VT";"9"
"67 234 428";"A";"2024";"Métropole";"M10PGTVP0001725";"VT";"12"
"67 234 428";"B";"2024";"Métropole";"M10NSSVP026H052";"VT";"8"
"67 234 429";"A";"2024";"Métropole";"M10CTRVP004W621";"VT";"11"
"67 234 430";"A";"2024";"Métropole";"M10RENVP000U009";"VT";"14"
"67 234 431";"A";"2024";"Métropole";"M10RENVP382D785";"VT";"9"
"67 234 431";"B";"2024";"Métropole";"MCT1002TA939";"VT";"17"
"67 234 432";"A";"2024";"Métropole";"L1EAPRCL0008575";"Cyclo";"1"
"67 234 432";"B";"2024";"Métropole";"N10FATCT1616133";"VU";"4"
"67 234 433";"A";"2024";"Métropole";"MAU1512G1067";"VT";"15"
"67 234 433";"B";"2024";"Métropole";"MAU56D1GA175";"VT";"18"
"67 234 433";"C";"2024";"Métropole";"N10RENCTE456046";"VU";"0"
"67 234 434";"Z";"2024";"Métropole";"VF654ANA0000085";"PL";"18"
"67 234 435";"A";"2024";"Métropole";"M10CTRVP029A161";"VT";"7"
"67 234 436";"A";"2024";"Métropole";"N/A";"VU";"13"
"67 234 437";"B";"2024";"Métropole";"XLRAS85MC0E9330";"PL";"12"
"67 234 438";"A";"2024";"Métropole";"N/A";"VT";"20"
"67 234 439";"A";"2024";"Métropole";"L1EPGGCL000K908";"Cyclo";"4"
"67 234 440";"A";"2024";"Métropole";"MPE1001KR593";"VT";"19"
"67 234 440";"B";"2024";"Métropole";"N/A";"Autres";"N/A"
"67 234 441";"A";"2024";"Métropole";"N/A";"VT";"14"
"67 234 442";"A";"2024";"Métropole";"L1EFKYCL000W035";"Cyclo";"0"
"67 234 442";"B";"2024";"Métropole";"M10DACVP002V583";"VT";"1"
"67 234 443";"A";"2024";"Métropole";"M10PGTVP125P588";"VT";"2"
"67 234 444";"A";"2024";"Métropole";"M10RENVP168R819";"VT";"11"
"67 234 445";"A";"2024";"Métropole";"MFD1192SV140";"VT";"22"
"67 234 447";"A";"2024";"Métropole";"M10JT0VP020R559";"VT";"N/A"
"67 234 447";"B";"2024";"Métropole";"M10DACVP002D285";"VT";"2"
"67 234 448";"A";"2024";"Métropole";"N30RENTRD25E192";"PL";"2"
"67 234 448";"B";"2024";"Métropole";"M10VWGVP0006322";"VT";"14"
"67 234 449";"A";"2024";"Métropole";"M10BMWVP0796728";"VT";"2"
"67 234 450";"Z";"2024";"Métropole";"N/A";"VT";"N/A"
"67 234 451";"A";"2024";"Métropole";"M10K1AVP001F741";"VT";"11"
"67 234 452";"A";"2024";"Métropole";"N30RENTRD259927";"PL";"3"
"67 234 452";"B";"2024";"Métropole";"N/A";"VT";"13"
"67 234 453";"A";"2024";"Métropole";"N/A";"Cyclo";"4"
"67 234 453";"B";"2024";"Métropole";"N/A";"VT";"22"
"67 234 454";"A";"2024";"Métropole";"M10JT0VP000R252";"VT";"14"
"67 234 455";"A";"2024";"Métropole";"SAJAF53S92YC609";"VU";"20"
"67 234 456";"A";"2024";"Métropole";"M10PELVP316D298";"VT";"9"
"67 234 457";"A";"2024";"Métropole";"LGG91C10G651";"Cyclo";"10"
"67 234 458";"A";"2024";"Métropole";"M10VWGVPAM3A112";"VT";"1"
"67 234 459";"B";"2024";"Métropole";"N/A";"TC";"15"
"67 234 460";"A";"2024";"Métropole";"MAU56G2GQ247";"VT";"18"
"67 234 460";"B";"2024";"Métropole";"L3EYAMM2001Y000";"Moto lourde";"3"
"67 234 461";"A";"2024";"Métropole";"N/A";"VT";"15"
"67 234 462";"A";"2024";"Métropole";"MFD50H2C8209";"VT";"16"
"67 234 463";"A";"2024";"Métropole";"M10RENVPJ25A050";"VT";"0"
"67 234 463";"B";"2024";"Métropole";"L5EPGGTM001U368";"Moto lourde";"2"
"67 234 464";"A";"2024";"Métropole";"M10PGTVP028W728";"VT";"5"
"67 234 464";"B";"2024";"Métropole";"MFD11E1CB159";"VT";"18"
"67 234 466";"A";"2024";"Métropole";"M10BMWVP001P911";"VT";"13"
"67 234 467";"A";"2024";"Métropole";"N/A";"VT";"16"
"67 234 468";"A";"2024";"Métropole";"M10RENVP003C606";"VT";"12"
"67 234 469";"A";"2024";"Métropole";"M10K1AVP003E217";"VT";"4"
"67 234 470";"A";"2024";"Métropole";"N10RENCTA762103";"VU";"3"
"67 234 470";"B";"2024";"Métropole";"M10RENVP5976588";"VT";"5"
"67 234 471";"A";"2024";"Métropole";"MVW11S2CP081";"VT";"19"
"67 234 471";"B";"2024";"Métropole";"MCT5302S9897";"VT";"19"
"67 234 472";"A";"2024";"Métropole";"L3EBMWM20368691";"Moto lourde";"5"
"67 234 473";"A";"2024";"Métropole";"M10RENVP000M134";"VT";"14"
"67 234 474";"A";"2024";"Métropole";"T10DTZTA0013296";"Autres";"2"
"67 234 474";"B";"2024";"Métropole";"N/A";"Cyclo";"2"
"67 234 475";"A";"2024";"Métropole";"M10CTRVP000C217";"VT";"14"
"67 234 476";"A";"2024";"Métropole";"MPE5011T3267";"VT";"17"
"67 234 477";"A";"2024";"Métropole";"MJT5574EP917";"VT";"15"
"67 234 477";"B";"2024";"Métropole";"MCT1012PP145";"VT";"16"
"67 234 478";"A";"2024";"Métropole";"VF32AWJYF425318";"VT";"11"
"67 234 479";"A";"2024";"Métropole";"M10RENVP377A532";"VT";"9"
"67 234 480";"A";"2024";"Métropole";"M10FRDVP4678158";"VT";"1"
"67 234 481";"A";"2024";"Métropole";"M10MAZVP0008505";"VT";"9"
"67 234 481";"B";"2024";"Métropole";"VF3YC3MAV12K377";"VT";"5"
"67 234 483";"A";"2024";"Métropole";"MCT5212YT374";"VT";"0"
"67 234 484";"A";"2024";"Métropole";"N/A";"VT";"10"
