"Id_accident";"Lettre Conventionnelle Véhicule";"Année";"Lieu Admin Actuel - Territoire Nom";"CNIT";"Catégorie véhicule";"Age véhicule"
"67 251 883";"B";"2024";"Métropole";"M10CTRVP000C156";"VT";"13"
"67 251 884";"A";"2024";"Métropole";"M10RENVP0075049";"VT";"12"
"67 251 885";"A";"2024";"Métropole";"MPE5201K9748";"VT";"21"
"67 251 886";"A";"2024";"Métropole";"MMB59G2AXM96";"VT";"15"
"67 251 886";"B";"2024";"Métropole";"N/A";"PL";"22"
"67 251 888";"A";"2024";"Métropole";"N/A";"VT";"N/A"
"67 251 889";"A";"2024";"Métropole";"N/A";"VT";"10"
"67 251 889";"B";"2024";"Métropole";"MCT5202PF952";"VT";"16"
"67 251 890";"A";"2024";"Métropole";"N/A";"VU";"4"
"67 251 890";"B";"2024";"Métropole";"N/A";"Moto lourde";"14"
"67 251 891";"A";"2024";"Métropole";"M10NSSVP0000316";"VT";"14"
"67 251 892";"A";"2024";"Métropole";"M10CTRVP041V037";"VT";"7"
"67 251 893";"A";"2024";"Métropole";"LYM11C10Z406";"Cyclo";"15"
"67 251 894";"A";"2024";"Métropole";"N/A";"VT";"23"
"67 251 895";"A";"2024";"Métropole";"N/A";"Moto légère";"0"
"67 251 896";"A";"2024";"Métropole";"M10CHEVP000T126";"VT";"12"
"67 251 897";"A";"2024";"Métropole";"M10CTRVP043H215";"VT";"7"
"67 251 898";"A";"2024";"Métropole";"MPE1302MV732";"VT";"8"
"67 251 899";"A";"2024";"Métropole";"L3EKTMML000P100";"Moto légère";"10"
"67 251 899";"B";"2024";"Métropole";"MPE000ADQ135";"VT";"26"
"67 251 900";"A";"2024";"Métropole";"N/A";"VT";"0"
"67 251 901";"A";"2024";"Métropole";"N/A";"VT";"29"
"67 251 903";"A";"2024";"Métropole";"M10RENVP9411990";"VT";"5"
"67 251 904";"B";"2024";"Métropole";"MSE5141GU313";"VT";"16"
"67 251 905";"A";"2024";"Métropole";"MAU000AGV672";"VT";"26"
"67 251 906";"A";"2024";"DOM";"L3EYAMM20017009";"Moto lourde";"1"
"67 251 907";"A";"2024";"Métropole";"M10PGTVP199T942";"VT";"0"
"67 251 907";"B";"2024";"Métropole";"M30MCDTC973H061";"TC";"11"
"67 251 908";"A";"2024";"Métropole";"MRE1302AR833";"VT";"23"
"67 251 909";"A";"2024";"Métropole";"M10SMTVP000T187";"VT";"6"
"67 251 910";"A";"2024";"Métropole";"N/A";"VT";"25"
"67 251 912";"A";"2024";"Métropole";"MRE5021E7572";"VT";"15"
"67 251 913";"A";"2024";"Métropole";"JH2JC24A1TK0101";"Moto lourde";"27"
"67 251 914";"A";"2024";"Métropole";"N/A";"VT";"N/A"
"67 251 915";"A";"2024";"Métropole";"N/A";"VT";"30"
"67 251 915";"B";"2024";"Métropole";"N/A";"VT";"N/A"
"67 251 917";"A";"2024";"Métropole";"M10PGTVPI99A474";"VT";"1"
"67 251 917";"B";"2024";"Métropole";"L3EYAMM2000D016";"Moto lourde";"13"
"67 251 918";"A";"2024";"Métropole";"M10CPFVP000J337";"VT";"5"
"67 251 918";"B";"2024";"Métropole";"LJH95J40J205";"Moto lourde";"13"
"67 251 919";"A";"2024";"DOM";"M10JT0VP007Z605";"VT";"9"
"67 251 919";"B";"2024";"DOM";"L3EHNDML000Z905";"Moto légère";"3"
"67 251 920";"A";"2024";"Métropole";"MRE5002EW040";"VT";"25"
"67 251 921";"A";"2024";"Métropole";"N10PGTCT0719404";"VU";"N/A"
"67 251 922";"A";"2024";"Métropole";"N10VECCTFR0B973";"VU";"4"
"67 251 923";"A";"2024";"Métropole";"N/A";"VT";"4"
"67 251 924";"A";"2024";"Autres OM";"N/A";"VT";"12"
"67 251 925";"A";"2024";"Métropole";"MCT1012TD456";"VT";"15"
"67 251 925";"B";"2024";"Métropole";"L3EHDAM2000M536";"Moto lourde";"2"
"67 251 925";"C";"2024";"Métropole";"M10PELVP001X863";"VT";"14"
"67 251 927";"A";"2024";"Métropole";"MCT5513JC304";"VU";"14"
"67 251 927";"B";"2024";"Métropole";"N/A";"Autres";"1"
"67 251 928";"A";"2024";"Autres OM";"N/A";"VT";"N/A"
"67 251 929";"A";"2024";"Métropole";"M10RENVP001R173";"VT";"12"
"67 251 930";"A";"2024";"Métropole";"N/A";"VT";"15"
"67 251 930";"B";"2024";"Métropole";"L1EPGTCL076G086";"Cyclo";"2"
"67 251 932";"A";"2024";"Métropole";"M10CTRVP000Z010";"VT";"13"
"67 251 932";"B";"2024";"Métropole";"N/A";"PL";"4"
"67 251 932";"C";"2024";"Métropole";"M10RENVPD93L935";"VT";"1"
"67 251 932";"D";"2024";"Métropole";"MRE5412C1854";"VT";"18"
"67 251 933";"A";"2024";"Métropole";"M10HNDVP0009944";"VT";"4"
"67 251 934";"A";"2024";"Métropole";"M10CTRVP0392761";"VT";"8"
"67 251 935";"A";"2024";"Métropole";"MRE5022EW559";"VT";"15"
"67 251 935";"B";"2024";"Métropole";"LGG91C100441";"Cyclo";"17"
"67 251 936";"A";"2024";"Métropole";"VF77B9HXCAJ5769";"VT";"14"
"67 251 936";"B";"2024";"Métropole";"L3EBMWM2003P608";"Moto lourde";"8"
"67 251 937";"A";"2024";"Métropole";"M10CTRVP000V685";"VT";"13"
"67 251 937";"B";"2024";"Métropole";"M10VWGVPW09A336";"VT";"3"
"67 251 938";"A";"2024";"Métropole";"LPB22E202238";"Moto légère";"18"
"67 251 938";"B";"2024";"Métropole";"N/A";"VT";"16"
"67 251 939";"A";"2024";"Métropole";"M10HMCVP001U445";"VT";"6"
"67 251 939";"Z";"2024";"Métropole";"N/A";"VT";"N/A"
"67 251 940";"A";"2024";"Métropole";"M10PGTVP046D048";"VT";"6"
"67 251 941";"A";"2024";"Métropole";"MPE5312VG476";"VT";"16"
"67 251 941";"B";"2024";"Métropole";"M10CTRVP000V685";"VT";"12"
"67 251 942";"A";"2024";"Métropole";"N/A";"Moto légère";"14"
"67 251 943";"A";"2024";"Métropole";"M10CTRVP066L487";"VT";"5"
"67 251 943";"B";"2024";"Métropole";"MFT512110505";"VT";"14"
"67 251 943";"C";"2024";"Métropole";"M10MCDVPPT0B137";"VT";"8"
"67 251 944";"A";"2024";"Métropole";"L1EKYMCL000J755";"Cyclo";"1"
"67 251 945";"A";"2024";"Métropole";"M10PGTVP072V234";"VT";"4"
"67 251 946";"A";"2024";"Métropole";"M10CTRVP000P388";"VT";"13"
"67 251 947";"A";"2024";"Métropole";"N/A";"VU";"9"
"67 251 947";"B";"2024";"Métropole";"N/A";"VU";"1"
"67 251 948";"A";"2024";"Métropole";"MJN6622VB307";"VT";"15"
"67 251 948";"B";"2024";"Métropole";"M10FRDVP2217683";"VT";"6"
"67 251 949";"A";"2024";"DOM";"M10RENVPF35F349";"VT";"0"
"67 251 949";"B";"2024";"DOM";"M10HMCVP002X447";"VT";"5"
"67 251 950";"A";"2024";"Métropole";"M10RENVP376C826";"VT";"9"
"67 251 951";"Z";"2024";"Métropole";"M10PGTVP009L118";"VT";"9"
"67 251 952";"A";"2024";"Métropole";"WAUZZZ8E95A0976";"VT";"19"
"67 251 952";"B";"2024";"Métropole";"MPL54C2B5410";"VT";"18"
"67 251 954";"A";"2024";"Métropole";"MJT1262RQ529";"VT";"17"
"67 251 955";"A";"2024";"Métropole";"VF37AD9B2310130";"VT";"27"
"67 251 955";"B";"2024";"Métropole";"RFCFBFVFACY0044";"Autres";"11"
"67 251 956";"A";"2024";"Métropole";"M10PGTVP0041430";"VT";"11"
"67 251 956";"B";"2024";"Métropole";"N/A";"VT";"13"
"67 251 957";"A";"2024";"Métropole";"LKW14L30G292";"Moto lourde";"12"
"67 251 957";"B";"2024";"Métropole";" L3EHNDM2000K55";"Moto lourde";"8"
"67 251 958";"A";"2024";"Métropole";"VF7SC8HR0BA5477";"VT";"12"
"67 251 958";"B";"2024";"Métropole";"MJN5112DW752";"VT";"18"
"67 251 959";"Z";"2024";"Métropole";"N/A";"VT";"0"
"67 251 960";"A";"2024";"Métropole";"M10RENVP002R392";"VT";"N/A"
"67 251 961";"A";"2024";"Métropole";"M10DACVP001P165";"VT";"6"
"67 251 962";"A";"2024";"Métropole";"N/A";"VT";"N/A"
"67 251 963";"A";"2024";"Métropole";"MJT9172TT515";"VT";"16"
"67 251 963";"B";"2024";"Métropole";"M10RENVP941C649";"VT";"5"
"67 251 964";"A";"2024";"Métropole";"VF611J360LD0004";"PL";"3"
"67 251 964";"B";"2024";"Métropole";"M30HEUTC002H375";"TC";"10"
"67 251 965";"B";"2024";"DOM";"M10PGTVP0092038";"VT";"9"
"67 251 966";"A";"2024";"Métropole";"N/A";"Autres";"0"
"67 251 967";"A";"2024";"Métropole";"N/A";"VU";"20"
"67 251 967";"B";"2024";"Métropole";"N/A";"PL";"12"
"67 251 968";"A";"2024";"DOM";"N/A";"Cyclo";"1"
"67 251 968";"B";"2024";"DOM";"MJZ1212NN784";"VT";"13"
"67 251 969";"A";"2024";"DOM";"M10PGTVP000T814";"VT";"12"
"67 251 970";"A";"2024";"Métropole";"U10PGTVP011P543";"VT";"9"
"67 251 971";"A";"2024";"Métropole";"MPE5201K1546";"VT";"20"
"67 251 972";"A";"2024";"Métropole";"M10JT0VP010Z189";"VT";"8"
"67 251 973";"A";"2024";"DOM";" VF1CR2V0H46462";"VT";"12"
"67 251 974";"A";"2024";"Métropole";"M10FATVP091E153";"VT";"3"
"67 251 974";"B";"2024";"Métropole";"M10RENVP597A567";"VT";"4"
"67 251 975";"A";"2024";"Métropole";"N/A";"VT";"9"
"67 251 976";"A";"2024";"Métropole";"N/A";"Autres";"25"
"67 251 977";"A";"2024";"Métropole";"N/A";"VT";"8"
"67 251 977";"C";"2024";"Métropole";"N/A";"VT";"18"
"67 251 977";"D";"2024";"Métropole";"N/A";"VT";"3"
"67 251 978";"A";"2024";"Métropole";"N/A";"VT";"20"
"67 251 979";"A";"2024";"Métropole";"M10RENVP4489000";"VT";"8"
"67 251 979";"B";"2024";"Métropole";"M10RENVP0029385";"VT";"13"
"67 251 979";"C";"2024";"Métropole";"MFD50H2C8209";"VT";"14"
"67 251 979";"D";"2024";"Métropole";"M10RENVPA531534";"VT";"3"
"67 251 980";"A";"2024";"DOM";"M10HMCVP002X544";"VT";"4"
"67 251 981";"A";"2024";"Métropole";"M10RENVP003C739";"VT";"12"
"67 251 981";"B";"2024";"Métropole";"L1EHDTCL000D026";"Cyclo";"2"
"67 251 982";"A";"2024";"Métropole";"N/A";"VT";"17"
"67 251 982";"B";"2024";"Métropole";"N/A";"VT";"20"
"67 251 983";"A";"2024";"DOM";"M10SUZVP0011144";"VT";"3"
"67 251 984";"A";"2024";"Métropole";"N/A";"PL";"5"
"67 251 984";"B";"2024";"Métropole";"N10FRDCT024E108";"VU";"10"
"67 251 985";"A";"2024";"Métropole";"MPE1011SX784";"VT";"15"
"67 251 986";"A";"2024";"Métropole";"N/A";"VT";"13"
"67 251 987";"A";"2024";"Métropole";"N/A";"VT";"0"
"67 251 987";"B";"2024";"Métropole";"WVWZZZ6RZCY0816";"VT";"12"
"67 251 988";"A";"2024";"Métropole";"M10DACVP000B673";"VT";"10"
"67 251 988";"B";"2024";"Métropole";"JYARJ0250000211";"Moto lourde";"20"
"67 251 989";"A";"2024";"Métropole";"M10DACVP000M030";"VT";"14"
"67 251 990";"A";"2024";"Métropole";"M10PGTVPOO9M119";"VT";"10"
"67 251 990";"B";"2024";"Métropole";"N/A";"Moto légère";"1"
"67 251 991";"A";"2024";"DOM";"MDD1102BZ005";"VT";"18"
"67 251 991";"B";"2024";"DOM";"M10RENVP0006057";"VT";"13"
"67 251 991";"C";"2024";"DOM";"JT131LNA4090351";"VT";"29"
"67 251 992";"A";"2024";"Métropole";"MRE1121FD798";"VT";"15"
"67 251 992";"B";"2024";"Métropole";"M10PGTVP004J448";"VT";"11"
"67 251 993";"B";"2024";"Métropole";"N/A";"PL";"5"
"67 251 994";"A";"2024";"Métropole";"LGG94J70T642";"Moto lourde";"14"
"67 251 994";"B";"2024";"Métropole";"M10SETVP003H967";"VT";"7"
"67 251 994";"C";"2024";"Métropole";"M10FRDVP450C179";"VT";"1"
"67 251 995";"A";"2024";"Métropole";"M30888TC0101285";"TC";"2"
"67 251 996";"A";"2024";"Métropole";"M10PGTVP071B481";"VT";"5"
"67 251 996";"B";"2024";"Métropole";"M10AUDVP002J819";"VT";"12"
"67 251 997";"A";"2024";"Métropole";"L3EKWAM1000P323";"Moto lourde";"4"
"67 251 998";"A";"2024";"Métropole";"MRE1312AF626";"VT";"18"
"67 251 999";"A";"2024";"Métropole";"L3EHNDM2001Z208";"Moto lourde";"2"
"67 251 999";"B";"2024";"Métropole";"L3EHNDM1001B160";"Moto lourde";"2"
"67 252 001";"A";"2024";"Métropole";"N/A";"Moto lourde";"2"
"67 252 001";"B";"2024";"Métropole";"N/A";"VT";"15"
"67 252 002";"A";"2024";"Métropole";"MBM7744CU016";"VT";"16"
"67 252 002";"B";"2024";"Métropole";"N10PGTCT047L210";"VU";"7"
"67 252 003";"A";"2024";"Métropole";"MRE1131FY466";"VT";"14"
"67 252 005";"A";"2024";"DOM";"MVW53H2KWJ27";"VT";"17"
"67 252 005";"B";"2024";"DOM";"M10SETVP003X";"VT";"N/A"
"67 252 006";"A";"2024";"Métropole";"LJH1AL40Z162";"Moto lourde";"13"
"67 252 006";"B";"2024";"Métropole";"MR10RENVPC98L83";"VT";"2"
"67 252 007";"A";"2024";"Métropole";"M10NSSVP0227337";"VT";"9"
"67 252 007";"B";"2024";"Métropole";"N/A";"VU";"14"
"67 252 008";"A";"2024";"Métropole";"N/A";"VT";"16"
"67 252 009";"A";"2024";"Métropole";"M10CTRVP039N807";"VT";"7"
"67 252 009";"B";"2024";"Métropole";"M10CTRVP000D800";"VT";"12"
"67 252 009";"C";"2024";"Métropole";"M10RENVP000T856";"VT";"13"
"67 252 010";"A";"2024";"Métropole";"MPE5212TV273";"VT";"17"
"67 252 010";"B";"2024";"Métropole";"N/A";"PL";"3"
"67 252 011";"A";"2024";"Métropole";"N/A";"Cyclo";"2"
"67 252 011";"B";"2024";"Métropole";"N/A";"Moto légère";"4"
"67 252 012";"A";"2024";"DOM";"M10RENVP522W592";"VT";"5"
"67 252 013";"A";"2024";"Métropole";"LKW17L40S202";"Moto lourde";"15"
"67 252 014";"A";"2024";"Métropole";"N10RENCT313B098";"VU";"10"
"67 252 015";"A";"2024";"Métropole";"MPE3612PB259";"VT";"17"
"67 252 015";"B";"2024";"Métropole";"M10JT0VP049P007";"VT";"1"
"67 252 016";"A";"2024";"Métropole";"N/A";"VU";"8"
"67 252 017";"A";"2024";"Métropole";"N10RENCT5532478";"VU";"5"
"67 252 018";"A";"2024";"Métropole";"MRE1011FJ171";"VT";"19"
"67 252 018";"B";"2024";"Métropole";"MFT11211M503";"VT";"14"
"67 252 018";"C";"2024";"Métropole";"N10RENCTA48C502";"VU";"3"
"67 252 019";"A";"2024";"Métropole";"MRE1116SV988";"VT";"17"
"67 252 019";"B";"2024";"Métropole";"MRE5636H1431";"VT";"14"
"67 252 020";"A";"2024";"Métropole";"N/A";"VT";"0"
"67 252 021";"A";"2024";"Métropole";"M10CTRVP064R275";"VT";"5"
"67 252 022";"Z";"2024";"Métropole";"N/A";"VT";"N/A"
"67 252 023";"A";"2024";"Métropole";"MRE5302C5966";"VT";"21"
"67 252 024";"A";"2024";"Métropole";"M10RENVP006C772";"VT";"11"
"67 252 025";"A";"2024";"Métropole";"N/A";"VT";"12"
"67 252 025";"B";"2024";"Métropole";"MFT11211V512";"VT";"13"
"67 252 026";"A";"2024";"Métropole";"N30DFATR400J956";"PL";"5"
"67 252 026";"B";"2024";"Métropole";"M10CTRVP0435954";"VT";"6"
"67 252 027";"A";"2024";"Métropole";"M1GJAGVP0001504";"VT";"5"
"67 252 028";"A";"2024";"Métropole";"M10SETVP0068822";"VT";"5"
"67 252 028";"B";"2024";"Métropole";"N/A";"VU";"19"
"67 252 029";"A";"2024";"Métropole";"M10RENVP0137591";"VT";"10"
"67 252 029";"B";"2024";"Métropole";"M10RENVP382G788";"VT";"10"
"67 252 030";"A";"2024";"DOM";"N10FRDCT450L210";"VU";"0"
"67 252 030";"B";"2024";"DOM";"WF0DXXGAJD8K588";"VU";"14"
"67 252 031";"A";"2024";"Métropole";"N/A";"VT";"18"
"67 252 032";"A";"2024";"Métropole";"M10AUDVP011G225";"VT";"8"
"67 252 033";"A";"2024";"Métropole";"M10RENVP001M194";"VT";"14"
"67 252 033";"B";"2024";"Métropole";"LYM18M406329";"Moto lourde";"9"
"67 252 033";"C";"2024";"Métropole";"N10RENCT553P562";"VU";"6"
"67 252 034";"A";"2024";"Métropole";"N/A";"VT";"7"
"67 252 034";"B";"2024";"Métropole";"M10PGTVP047D083";"VT";"7"
"67 252 035";"A";"2024";"Métropole";"N10RENCT562Y465";"VU";"5"
"67 252 035";"B";"2024";"Métropole";"M10PGTVP048R580";"VT";"6"
"67 252 036";"X";"2024";"Métropole";"N/A";"Cyclo";"N/A"
"67 252 037";"A";"2024";"Métropole";"M10FRDVP0019226";"VT";"13"
"67 252 037";"B";"2024";"Métropole";"L3EYAMM2000M643";"Moto lourde";"8"
"67 252 039";"A";"2024";"Métropole";"MCT5202GE439";"VT";"23"
"67 252 040";"A";"2024";"Métropole";"MPE5012TA272";"VT";"17"
"67 252 042";"B";"2024";"Métropole";"MMN9201AB066";"VT";"19"
"67 252 043";"A";"2024";"Métropole";"N/A";"Moto lourde";"13"
"67 252 043";"B";"2024";"Métropole";"WDF4156031U2507";"VU";"5"
"67 252 044";"A";"2024";"Métropole";"MCT5001RV977";"VT";"17"
"67 252 045";"A";"2024";"Métropole";"MCT5316VP064";"VT";"17"
"67 252 046";"A";"2024";"Métropole";"N/A";"VT";"15"
"67 252 046";"B";"2024";"Métropole";"M10VWGVP012V202";"VT";"13"
"67 252 047";"A";"2024";"Métropole";"MAL5602J4628";"VT";"18"
"67 252 049";"A";"2024";"Métropole";"M10VWGVPE49P656";"VT";"10"
"67 252 049";"B";"2024";"Métropole";"M10RENVPA51E707";"VT";"4"
"67 252 050";"A";"2024";"Métropole";"L3EYAMML0017026";"Moto légère";"2"
"67 252 051";"A";"2024";"Métropole";" M30ARZTCB42J65";"TC";"2"
"67 252 052";"A";"2024";"Métropole";"N/A";"Moto légère";"0"
"67 252 052";"B";"2024";"Métropole";"N/A";"VT";"16"
"67 252 053";"A";"2024";"Métropole";"MPE1201KM992";"VT";"20"
"67 252 053";"B";"2024";"Métropole";"MRE5222EF558";"VT";"16"
"67 252 054";"A";"2024";"Métropole";"M10VWGVPV817916";"VT";"3"
"67 252 054";"B";"2024";"Métropole";"M10PGTVP202V359";"VT";"0"
"67 252 055";"A";"2024";"Métropole";"LYM18L40J343";"Moto lourde";"15"
"67 252 056";"A";"2024";"Métropole";"M10FRDVP013L262";"VT";"11"
"67 252 056";"B";"2024";"Métropole";"N/A";"VT";"20"
"67 252 056";"C";"2024";"Métropole";"M10PGTVP005A790";"VT";"11"
"67 252 057";"A";"2024";"Métropole";"M10PGTVP071N906";"VT";"5"
"67 252 058";"A";"2024";"Métropole";"L3EHJKML000R021";"Moto légère";"0"
"67 252 059";"A";"2024";"Métropole";"M10SETVP000E022";"VT";"14"
"67 252 060";"A";"2024";"Métropole";"MPL52E2FF452";"VT";"17"
"67 252 061";"A";"2024";"Métropole";"MPL53E6RK533";"VT";"16"
"67 252 061";"B";"2024";"Métropole";"N/A";"PL";"15"
"67 252 061";"C";"2024";"Métropole";"N/A";"VU";"8"
"67 252 061";"D";"2024";"Métropole";"N10RENCTE456";"VU";"1"
"67 252 062";"A";"2024";"Métropole";"M10VWGVPAJ27986";"VT";"0"
"67 252 063";"A";"2024";"Métropole";"N10RENCT0033824";"VU";"12"
"67 252 063";"B";"2024";"Métropole";"MPE5011T3267";"VT";"17"
"67 252 064";"A";"2024";"Métropole";"L3ETPHM1001N445";"Moto lourde";"1"
"67 252 064";"Z";"2024";"Métropole";"N/A";"VU";"N/A"
"67 252 065";"A";"2024";"Métropole";"MBM3832DK206";"VT";"20"
"67 252 065";"B";"2024";"Métropole";"M10NSSVP026N216";"VT";"7"
"67 252 066";"A";"2024";"Métropole";"LKY21C102194";"Cyclo";"11"
"67 252 067";"A";"2024";"Métropole";" VF7UD9HR8BJ814";"VT";"12"
"67 252 067";"B";"2024";"Métropole";" VF3CUHNSSKY135";"VT";"4"
"67 252 068";"A";"2024";"Métropole";"N/A";"VU";"N/A"
"67 252 069";"A";"2024";"Métropole";"M10BMWVP017S122";"VT";"10"
"67 252 069";"B";"2024";"Métropole";"N/A";"VT";"14"
"67 252 069";"C";"2024";"Métropole";"M1GLDRVP005C530";"VT";"1"
"67 252 069";"D";"2024";"Métropole";"M10MCZVPUG4L517";"VT";"5"
"67 252 070";"A";"2024";"Métropole";"L3EYAMM10010172";"Moto lourde";"0"
"67 252 070";"B";"2024";"Métropole";"M10RENVPC98J152";"VT";"2"
"67 252 071";"A";"2024";"Métropole";"MJT5272RW655";"VT";"16"
"67 252 072";"A";"2024";"Métropole";"L3EYAMM2000U518";"Moto lourde";"9"
"67 252 072";"B";"2024";"Métropole";"L3EDUCM2000W373";"Moto lourde";"0"
"67 252 073";"A";"2024";"Métropole";"N/A";"TC";"N/A"
"67 252 073";"B";"2024";"Métropole";"N/A";"VT";"N/A"
"67 252 074";"A";"2024";"Métropole";"N30VLVTRK14F316";"PL";"5"
"67 252 074";"B";"2024";"Métropole";"M10JT0VP017S394";"VT";"7"
"67 252 075";"A";"2024";"Métropole";"MRE5312EJ456";"VT";"19"
"67 252 075";"B";"2024";"Métropole";"L3EBMWM2075Y908";"Moto lourde";"3"
"67 252 076";"A";"2024";"Métropole";"L1EYAMCL0009245";"Cyclo";"11"
"67 252 077";"A";"2024";"Métropole";"L3EYAMM20002077";"Moto lourde";"13"
"67 252 078";"A";"2024";"Métropole";"N/A";"PL";"1"
"67 252 078";"B";"2024";"Métropole";"N/A";"VT";"10"
"67 252 079";"A";"2024";"DOM";"MJT5464EQ021";"VT";"19"
"67 252 079";"B";"2024";"DOM";"M10DACVP000S424";"VT";"10"
"67 252 079";"C";"2024";"DOM";"N10PGTCT008M990";"VU";"10"
"67 252 080";"A";"2024";"Métropole";"M10PGTVP037E288";"VT";"5"
"67 252 081";"A";"2024";"Métropole";"M10PGTVP000F060";"VT";"14"
"67 252 082";"A";"2024";"Métropole";"M10RENVP0000148";"VT";"12"
"67 252 082";"B";"2024";"Métropole";"M10RENVP014K215";"VT";"12"
"67 252 083";"A";"2024";"Métropole";"LJH22E20C121";"Moto légère";"15"
"67 252 084";"A";"2024";"Métropole";"N/A";"VT";"N/A"
"67 252 085";"A";"2024";"Métropole";"LYM1AM40J376";"Moto lourde";"15"
"67 252 085";"B";"2024";"Métropole";"L3EBMWM2003H927";"Moto lourde";"12"
"67 252 085";"C";"2024";"Métropole";"M10MCDVPFZ9V188";"VT";"10"
"67 252 086";"A";"2024";"Métropole";"MJT5672P3042";"VT";"16"
"67 252 086";"B";"2024";"Métropole";"M10PGTVP005W000";"VT";"11"
"67 252 087";"A";"2024";"Métropole";"M10BMWVP081B925";"VT";"0"
"67 252 088";"A";"2024";"Métropole";"VF3233B52155521";"VU";"25"
"67 252 089";"A";"2024";"Métropole";"M10NSSVP000H685";"VT";"13"
"67 252 089";"B";"2024";"Métropole";"LJS1AM40D358";"Moto lourde";"15"
"67 252 089";"C";"2024";"Métropole";"M10VWGVP003L686";"VT";"14"
"67 252 090";"A";"2024";"Métropole";"MFD52E2SU931";"VT";"16"
"67 252 091";"A";"2024";"Métropole";"N/A";"Moto lourde";"10"
"67 252 092";"A";"2024";"Métropole";"MRE1312EY968";"VT";"18"
"67 252 093";"A";"2024";"Métropole";"MFD93D2S5999";"VT";"18"
"67 252 094";"A";"2024";"Métropole";"N/A";"VT";"7"
"67 252 094";"B";"2024";"Métropole";"N/A";"Moto légère";"17"
"67 252 095";"A";"2024";"Métropole";"M10PGTVP212H396";"VT";"0"
"67 252 095";"B";"2024";"Métropole";"M10PGTVP212H396";"VT";"13"
"67 252 095";"C";"2024";"Métropole";"N/A";"VT";"7"
"67 252 097";"A";"2024";"Métropole";"M10PGTVP056M180";"VT";"6"
"67 252 098";"A";"2024";"Métropole";"N/A";"VT";"0"
"67 252 098";"B";"2024";"Métropole";"N/A";"Moto lourde";"1"
"67 252 099";"A";"2024";"Métropole";"M10PGTVP0006087";"VT";"12"
"67 252 099";"B";"2024";"Métropole";"L3EYAMM20001331";"Moto lourde";"1"
"67 252 100";"A";"2024";"Métropole";"L1EPGTCL0112550";"Cyclo";"6"
"67 252 100";"B";"2024";"Métropole";"N/A";"Indéterminable";"N/A"
"67 252 101";"A";"2024";"Métropole";"M10PELVP034E229";"VT";"11"
"67 252 102";"A";"2024";"Métropole";"MRE5031FW462";"VT";"14"
"67 252 103";"A";"2024";"Métropole";"N/A";"VT";"7"
"67 252 103";"B";"2024";"Métropole";"N/A";"Moto légère";"1"
"67 252 104";"A";"2024";"Métropole";"L3ERYEM1000Y065";"Moto lourde";"1"
"67 252 104";"B";"2024";"Métropole";"M10RENVP435B924";"VT";"8"
"67 252 105";"A";"2024";"Métropole";"M10AUDVP005R109";"VT";"10"
"67 252 106";"A";"2024";"Métropole";"L5EPGGTM000F997";"Moto lourde";"3"
"67 252 107";"A";"2024";"Métropole";"M10RENVP002R392";"VT";"12"
"67 252 107";"B";"2024";"Métropole";"N10RENCTE45U034";"VU";"1"
"67 252 108";"A";"2024";"Métropole";"N/A";"VT";"4"
"67 252 108";"C";"2024";"Métropole";"L3EYAMM2000L872";"Moto lourde";"4"
"67 252 109";"B";"2024";"Métropole";"N/A";"PL";"1"
"67 252 109";"C";"2024";"Métropole";"L1EPGGCL0012379";"Cyclo";"0"
"67 252 110";"A";"2024";"Métropole";"M10CTRVP000Y724";"VT";"11"
"67 252 110";"B";"2024";"Métropole";"M10TSLVP000X641";"VT";"2"
"67 252 111";"A";"2024";"Métropole";"L3EBMWM20016688";"Moto lourde";"13"
"67 252 111";"B";"2024";"Métropole";" M1GJT0VP019R73";"VT";"6"
"67 252 112";"A";"2024";"Métropole";"L3EYAMM10002976";"Moto lourde";"2"
"67 252 112";"B";"2024";"Métropole";"MMB76L4VR059";"VT";"19"
"67 252 113";"A";"2024";"Métropole";"N10CTRCT0297216";"VU";"9"
"67 252 113";"B";"2024";"Métropole";"LHD18N40M351";"Moto lourde";"16"
"67 252 114";"A";"2024";"Métropole";"L3EYAMM20002077";"Moto lourde";"12"
"67 252 114";"Z";"2024";"Métropole";"N/A";"VT";"N/A"
"67 252 115";"A";"2024";"Métropole";"MPE5001BR662";"VT";"23"
"67 252 116";"A";"2024";"Métropole";"N10CTRCT173A959";"VU";"1"
"67 252 117";"A";"2024";"Métropole";"M10CTRVP004W100";"VT";"11"
"67 252 117";"B";"2024";"Métropole";"M10RENVP522T431";"VT";"7"
"67 252 118";"A";"2024";"Métropole";"N30KKATRP72T972";"PL";"3"
"67 252 119";"A";"2024";"Métropole";"N/A";"VT";"15"
"67 252 119";"B";"2024";"Métropole";"N/A";"Moto lourde";"28"
"67 252 121";"B";"2024";"Métropole";"M10PELVP656M488";"VT";"1"
"67 252 122";"A";"2024";"Métropole";"LKW1AL40P195";"Moto lourde";"17"
"67 252 122";"B";"2024";"Métropole";"M10FRDVP0133111";"VT";"11"
"67 252 123";"A";"2024";"Métropole";"L6EAXA4M000T288";"Autres";"4"
"67 252 123";"B";"2024";"Métropole";"M10CTRVP043P937";"VT";"6"
"67 252 123";"C";"2024";"Métropole";"N/A";"TC";"16"
"67 252 124";"A";"2024";"Métropole";"L3EYAMM1000J931";"Moto lourde";"5"
